Lat,Lng,City,Temperature,Humidity,Clouds,Wind Speed
2.8641611110096648,-41.66195175370956,tutoia,79.64,100,80,13.65
-73.74700041635445,92.32222531511007,busselton,-53.39,0,0,7.49
-10.772777507932389,-55.34295511893099,alta floresta,70.5,96,20,2.01
-16.00072785084636,10.891390406310961,namibe,73.47,100,0,21.25
82.73974075956266,107.10841907013133,khatanga,-0.11,76,76,34.56
-18.680961628798244,-36.64766206898659,caravelas,82.16,97,80,12.53
17.112748974321903,-8.290136891458445,nara,80.36,42,0,12.08
80.2882632999987,21.62438647745003,longyearbyen,12.86,100,56,20.92
66.53945306196513,68.70697724454038,aksarka,9.93,74,44,17.11
59.10984742786641,172.89820744583852,tilichiki,35.85,96,92,49.32
61.926549182425106,-165.1251130805199,nome,14.63,92,75,27.51
13.220204248711099,38.43562223638585,abiy adi,72.44,24,0,1.23
1.6921162088832915,-34.7672086614387,caucaia,77.97,100,48,8.72
19.683454373448683,127.96635621149136,hirara,77.97,100,8,13.87
60.074979409086666,48.08984503249064,zarya,14.07,68,0,8.16
61.07173935235224,-27.376838350798636,olafsvik,41.88,100,0,27.4
-89.99089915639374,116.1837377440853,albany,-54.15,0,0,13.87
-10.34104674899568,-59.969463821115895,aripuana,71.18,97,8,2.01
-12.6791182755031,106.82281081700216,kawalu,82.11,100,36,9.73
30.11766731491676,-119.3621123229403,rosarito,56.73,100,0,6.82
14.139389921988013,-15.818266018078674,guinguineo,66.2,77,0,13.87
-46.57782896730098,5.070614215651972,cape town,45.98,94,48,13.2
54.696735157463905,-130.08432962978472,prince rupert,39.2,64,75,3.36
9.834302785045097,8.227406854432274,kafanchan,80.81,56,12,5.82
-6.509186472733191,39.141500499981646,bagamoyo,81.52,88,75,6.93
-33.220061956759785,-2.099859574050299,jamestown,66.86,100,44,11.18
-67.46378434562277,177.33671923990846,kaitangata,31.62,97,36,33.33
46.22744292133177,-70.25954780398254,saint-prosper,32.84,93,92,7.38
64.78723451725119,5.033490603688705,roald,34.01,100,8,7.16
-1.7210658303979613,145.08518185616003,lorengau,84.27,100,36,5.14
13.638091255749487,-96.50529594932537,pochutla,82.65,99,0,6.26
16.410384793140835,-71.1288167513864,pedernales,77.88,100,56,17.0
5.434405446759868,-50.055808195921486,saint-georges,77.97,100,64,15.21
85.59984416987473,-93.3797737899988,qaanaaq,-14.78,69,12,6.6
41.99984672294269,12.005399643081972,cerveteri,42.08,75,75,6.93
-2.9285481694787308,-70.2809217220079,puerto narino,73.56,96,12,5.26
67.65307330083695,-43.360433365048266,tasiilaq,3.81,61,80,10.63
-46.877216328730896,27.8670002710694,port elizabeth,41.7,100,80,16.55
-13.921070320413364,-76.6798801120997,pisco,69.8,77,0,6.93
20.369467227331427,154.60542408384288,katsuura,79.23,100,88,14.65
10.292055170090833,-73.1200590738529,san diego,58.8,82,12,2.24
-64.81163790602224,130.00807865981693,new norfolk,24.15,100,0,4.92
33.25512642602523,100.31891884035372,xining,29.91,43,76,11.86
-40.34783405769484,76.39542456496429,mahebourg,64.2,97,92,17.9
68.72572291074383,-89.30303175867968,thompson,-6.5,75,32,13.09
70.60354683605505,24.173362151668613,hammerfest,28.4,79,75,3.36
40.45015843464779,-32.11772235038444,ribeira grande,56.69,100,76,17.34
37.75851988305848,-61.36014626515673,saint george,59.61,100,92,19.46
76.31965985151254,129.89449246776292,tiksi,-13.16,82,56,12.41
51.81954299176053,37.33254329203953,cheremisinovo,16.19,87,92,22.48
7.08405263891062,40.171415031342235,goba,65.69,78,48,3.8
73.3049238710505,121.73955612409856,zhigansk,-19.19,84,0,14.65
44.19527145764147,-93.62301548842578,waseca,29.3,79,90,9.17
-35.748347621828,-89.27630990133625,lebu,66.5,100,76,7.05
-10.349152814099071,-35.78685477566907,coruripe,78.15,100,32,7.72
-32.44057091253076,156.03897783270264,port macquarie,74.46,100,8,19.57
75.51363314155478,145.12286085040432,chokurdakh,-6.59,75,68,13.31
-22.718363873119443,168.48793611352193,vao,80.18,100,0,6.93
77.62990060554847,45.67744772178486,belushya guba,15.38,100,56,39.15
74.7684236527997,167.86801578583214,pevek,3.27,94,64,27.85
-10.232955001120843,-151.0379450642452,faanui,83.33,98,88,15.1
52.565906637492475,145.97052945282996,katangli,6.96,79,8,8.95
57.02692975586314,-146.72785756932245,palmer,35.36,100,20,28.74
40.83553559514229,138.39066676698013,oga,39.81,100,68,48.09
-20.343028528573285,140.6702909010528,mount isa,89.63,47,80,8.16
-6.211494970657441,-53.190241303049234,sao felix do xingu,73.61,98,88,2.46
43.058231380561466,105.80923924307268,mandalgovi,43.05,26,0,19.13
-37.87200040295917,-161.55102079538142,avarua,65.24,100,88,30.98
56.62040035439395,159.81800868569127,klyuchi,11.28,70,44,8.95
6.89885724791732,130.85712963953085,kloulklubed,83.78,99,92,12.19
-11.451522456933773,-27.708050047335774,sao jose da coroa grande,79.32,100,80,16.44
85.65954357558999,32.46233156006247,berlevag,-2.85,76,36,33.11
-8.441782142588579,21.278187748554814,lucapa,75.86,86,88,5.93
44.91430563229653,-83.27025789395506,alpena,25.9,86,90,3.36
-52.43093912706663,-36.663763702471556,chuy,39.81,100,68,11.18
-4.443035527351597,66.44966167103792,hithadhoo,83.55,100,8,7.27
38.877450493207334,-70.69270640727537,nantucket,58.94,100,36,22.37
57.971997178115686,68.06915136489786,sumkino,0.3,75,64,10.74
72.71480854457835,-2.036709156541889,klaksvik,30.18,100,24,28.3
84.56202409394649,-55.10091755101938,upernavik,-9.87,72,24,10.4
52.881442367990985,-41.529964408498074,nanortalik,41.3,100,68,24.72
74.5053282275093,3.123720849654177,barentsburg,27.21,100,12,18.01
24.319977247956146,-85.21723744882917,mantua,77.39,100,0,15.55
-17.046262729757075,27.463819790222487,sinazongwe,70.5,100,88,3.36
37.57060845003281,20.193713031888052,katastarion,51.8,53,40,2.24
63.6262766149504,67.22709965809935,oktyabrskoye,15.87,63,0,13.53
-45.69195309356228,-92.45752596533416,castro,55.7,94,88,27.85
-7.951883445610093,96.51064218561851,bengkulu,84.45,100,12,2.13
-40.175065472663995,160.1153249032651,te anau,65.01,100,92,12.75
22.646077375710036,39.86609954854694,mecca,76.13,24,0,4.7
85.37669017813849,-14.530199437316554,illoqqortoormiut,-6.86,77,36,5.37
41.6687353061663,-176.3081627020325,provideniya,46.83,100,0,3.02
21.537078557916516,48.70457264114464,riyadh,76.4,56,88,10.96
-7.946659761514681,34.89354135550863,malangali,68.61,99,92,4.14
62.28116592960055,154.75866375557882,dukat,-14.37,59,44,2.68
88.81748397164691,133.0826489235268,nizhneyansk,-11.85,78,8,27.51
15.486908485566588,-4.131980300609371,mopti,85.98,37,8,12.19
57.947348244632934,9.150563747818069,fevik,12.2,72,75,17.22
55.80406364865931,69.12990518182406,novoseleznevo,-0.69,78,32,11.41
11.12941678855671,-0.22554539349164315,bawku,91.43,25,0,10.96
28.18612699054512,139.08292346478254,shingu,66.86,99,0,24.49
32.08036885656492,-102.46737460280232,west odessa,46.33,33,1,11.41
60.224050884568044,-79.87151831532944,attawapiskat,-2.09,85,20,7.94
-36.41712231119258,22.60717102942229,knysna,68.43,100,80,18.79
34.05570688743701,-124.29891886848158,pacific grove,57.41,100,80,20.69
-39.60035894575242,-83.77911933352631,ancud,60.87,100,64,4.81
50.43707646049947,178.4660231460408,beringovskiy,37.02,100,44,26.17
25.197221473382953,-127.87615618747844,lompoc,64.65,100,88,11.41
13.761807621198457,155.5217770413356,kavieng,80.99,99,80,21.81
40.54808765131608,39.25743113031663,gumushane,39.2,93,75,11.41
-34.812500175948564,84.00654136969604,bambous virieux,68.07,100,100,1.9
-28.229561249957754,-70.11709414640703,vallenar,39.63,63,0,2.01
-14.116485836018768,131.95046917714052,katherine,95.0,50,20,6.93
-7.725714361043742,-44.27604981417281,urucui,67.4,90,56,5.14
73.35204553679498,-167.96148001580448,lavrentiya,3.05,87,64,18.01
32.52490954048916,53.49104573554723,ardakan,48.05,100,56,3.91
-14.05874262687503,99.58486288333842,labuhan,79.55,100,76,13.2
34.58334071345841,-92.69290134454057,benton,58.33,100,90,4.47
5.533336464074026,-38.77439697156723,itarema,78.29,100,92,13.53
-19.345626732693674,76.80204515159096,grand river south east,79.86,98,0,19.24
15.913933208677733,-45.82681491692995,sinnamary,71.99,100,44,4.14
-3.5021139155265786,-42.155001111463775,luzilandia,72.26,96,24,3.02
-55.62616818104658,162.99399506447105,bluff,45.21,95,0,23.71
41.50566646914646,121.23803324130546,dalinghe,26.36,50,0,11.63
11.855835310955598,117.70943679838672,bacuit,83.82,97,0,7.72
-19.891873743379122,-50.92908911687172,aparecida do taboado,73.56,96,80,2.68
22.3096256357439,-1.344483461038294,taoudenni,80.36,31,20,4.7
48.57944179698757,-40.905085406497335,torbay,51.56,100,44,30.87
16.887049122913197,-67.81348247952303,cabo rojo,76.35,100,24,14.09
-18.856444018636765,172.18761110831872,isangel,81.66,100,56,6.6
31.203026052673394,104.53362239578422,deyang,71.45,45,0,4.14
-12.081988057174371,32.98850133231966,lundazi,70.01,100,92,8.39
-6.041238685149878,-32.78604057302459,cabedelo,81.26,100,68,13.2
-23.98736540980842,164.40874802912066,moindou,77.3,100,68,13.2
57.19213154654582,63.24043268619789,pyshma,11.24,90,12,11.3
17.517060280375702,-101.53061485765099,zihuatanejo,74.69,100,20,4.03
-15.720878739249457,-46.01482197849151,arinos,66.0,75,0,0.67
-6.433653614736414,110.46986433502121,mlonggo,81.98,100,8,8.39
7.915437710199953,141.81253368729426,airai,83.73,99,0,13.65
35.72037095475429,144.085813928815,hasaki,59.97,88,24,32.66
67.7908840578678,133.18648629261884,verkhoyansk,-14.51,63,56,2.13
39.55744672699271,-94.48559081844797,liberty,39.69,87,90,11.41
-28.824620452181037,148.56192965698062,moree,88.64,33,0,5.37
-50.161378949163044,-58.64298917905431,rawson,53.63,95,8,3.58
14.776734225917025,73.47630195553677,kankon,82.88,100,0,9.4
88.14338998739404,-175.0704472021055,mys shmidta,-14.15,66,20,19.46
-47.415509121669515,24.601416825489707,kruisfontein,42.2,100,76,18.12
-19.01354278624875,156.8154380491642,poum,82.92,100,0,5.82
42.908513555689126,71.58837591956043,mikhaylovka,42.8,100,90,11.18
63.84864519424306,160.8813211217473,evensk,2.82,77,76,9.17
72.41572736610377,78.05724713329778,dikson,5.66,90,68,25.72
25.808642508550392,-79.36441124016507,alice town,74.6,100,0,7.61
-20.614100267561454,30.310351212960995,zvishavane,69.11,100,88,7.61
40.48423223229335,-130.92177640017468,fortuna,50.16,100,76,27.29
10.639464835121743,19.663195222824555,am timan,93.23,25,0,2.35
88.97329459366938,-132.3517579455529,tuktoyaktuk,-14.55,68,8,14.43
38.941658869760914,91.31446006661344,hami,26.36,90,0,3.69
58.64451227497841,42.049688187285,galich,12.59,92,48,4.59
54.64447767727714,27.648624647594715,minsk,6.96,78,80,15.32
23.179505793343594,-101.75468383662907,los zacatones,49.76,57,0,4.92
67.65827550797206,-10.66548691492082,hofn,33.06,97,88,29.19
18.985971670406883,87.14735548667863,paradwip,79.41,100,0,7.16
-10.993449596420035,-174.25382498880347,falealupo,81.12,100,36,13.31
1.1831307417050425,-168.66499672539442,saleaula,80.22,99,12,14.65
-3.296580567389398,55.06989618784212,victoria,84.18,100,0,12.64
17.263355365407378,16.04990285142847,faya,87.2,23,0,16.67
28.650814426914195,84.8843850846194,pokhara,20.78,90,12,1.68
30.23432855586684,104.6940301102477,ziyang,71.85,48,0,4.36
-23.91187096974643,128.44480229891576,yulara,99.66,11,0,8.39
65.07315222923995,80.71949999318093,krasnoselkup,-4.65,67,68,22.7
81.08082475888577,92.06586903112043,talnakh,-6.68,73,12,12.19
44.833867600717724,23.112776304046093,matasari,19.61,78,0,1.68
-14.132604963122347,28.83949957977711,kapiri mposhi,66.63,100,92,7.27
32.65563799870273,111.97184857749448,dengzhou,46.16,98,92,12.97
43.699721044882125,90.18582345932924,urumqi,46.25,44,8,4.14
-14.779449219450171,104.85810644587355,palabuhanratu,80.85,100,0,14.99
60.26097805939156,-103.74768649070022,la ronge,7.23,81,80,12.64
-44.94290845025728,176.88905221773797,waipawa,62.67,91,64,19.35
8.723449138916365,2.4655919058217535,tchaourou,84.68,64,0,6.15
-11.37221448903098,45.04918250514041,domoni,82.25,100,12,5.14
7.087445875282555,54.84470954028319,bandarbeyla,79.86,100,24,8.5
-15.718807619718731,-54.51537194301193,jaciara,67.13,92,8,2.91
68.71913697505502,57.037363750444314,usinsk,17.54,84,20,18.57
60.52460910775068,13.767450318499158,karlstad,2.01,58,0,3.36
3.238738296945087,-18.544633690865453,goderich,79.95,100,0,6.49
44.072786774087035,74.08381270600245,shu,39.95,100,92,4.92
36.88502198753093,158.36011203933805,sentyabrskiy,49.49,100,80,22.82
26.638213051825176,78.67455159888289,bhind,91.25,38,24,4.36
2.661724354561059,76.05490102586441,muli,81.66,100,36,13.2
-46.16302469955932,45.00865338999975,tsihombe,46.79,100,64,9.06
-41.27303131130609,-33.37641951448941,laguna,59.25,100,76,19.24
-63.292610220010815,-18.036284099590915,cidreira,30.18,100,32,29.42
19.509145170311285,71.35102532743787,diu,81.53,93,0,9.51
-21.12724770205358,54.29249115519329,saint-paul,84.59,99,12,7.38
-10.938332089880433,-33.19978093833123,maragogi,81.03,100,88,13.2
77.98709718014172,177.947510221039,leningradskiy,-10.59,74,0,6.71
29.636098014070868,-65.85484240521235,hamilton,68.61,100,12,4.47
31.942985325922663,139.26957131868363,shimoda,64.34,100,0,38.25
62.25654951239355,147.59345999266128,kholodnyy,-19.59,25,24,2.35
50.55772685182572,108.32105190638265,krasnyy chikoy,20.46,45,44,4.92
54.81149982100723,-111.10575704714358,bonnyville,13.17,67,0,7.05
-19.777262091399393,55.03331071379128,le port,83.24,100,12,16.22
43.488687340809065,143.1801168669632,otofuke,37.4,74,75,16.11
61.90345024593353,-130.1606218315264,norman wells,-0.15,66,68,3.58
49.78690120714941,111.81050699614548,kyra,8.36,62,8,3.36
44.97824591850639,49.41974143278719,fort-shevchenko,32.48,100,64,26.73
56.50489981183168,95.80488702003726,aban,1.83,67,0,3.69
47.709903754759694,112.36385671639027,baruun-urt,18.53,49,0,14.99
7.465877437697685,-80.82196734522581,llano de piedra,76.31,94,0,13.2
68.15885340550716,70.769654914368,yar-sale,8.54,79,76,21.03
61.96794111475961,20.864159022504225,kristiinankaupunki,14.88,100,0,2.91
67.15752319515681,-24.2691124591758,bolungarvik,30.95,100,0,22.82
60.23135560009271,35.885562684560455,voznesenye,8.45,81,48,3.58
-13.669826952801714,133.09978818625734,jabiru,74.78,100,48,6.93
47.72308656879363,39.54518965820114,rodionovo-nesvetayskaya,30.45,95,92,17.78
17.055263562969415,-99.38961704464546,tierra colorada,75.2,88,40,3.58
60.47478328345056,-178.5341908864317,egvekinot,37.65,95,44,29.86
44.074890172004444,15.439005421769508,biograd na moru,35.6,47,90,16.11
51.456746929198374,52.46352229648414,tashla,4.17,81,0,8.95
65.88223809977322,-140.47959997111502,mayo,-10.46,66,12,3.69
29.219142125750025,-153.57901020010286,kahului,66.72,100,92,20.13
6.928290481797902,85.29415484506012,kalmunai,83.06,100,68,12.86
17.665133685099065,80.23990266482991,yellandu,94.53,40,0,1.68
63.658851705730626,131.86842827925926,borogontsy,-16.85,72,56,2.8
10.087611989111466,7.118674317019725,kaduna,85.71,48,20,5.82
10.244299049550648,-81.98955249758976,bocas del toro,79.19,100,48,4.25
-19.300623602296014,109.67795631261868,carnarvon,78.96,100,24,17.0
36.41498614526209,88.82044324007069,korla,12.45,91,0,9.95
33.65531736665274,-109.11967011636415,safford,13.62,68,0,1.12
35.48241741877354,148.66258563956637,kamaishi,60.38,88,36,38.48
56.33685201894983,137.79934858422075,ayan,3.14,91,0,9.73
-47.1600482323208,-70.72448382146364,coihaique,38.1,77,12,3.36
-17.40937734646012,-170.12114072486378,alofi,83.78,97,44,10.4
55.26240549456395,27.90638201056322,disna,7.23,77,88,15.99
78.42669768201111,-7.237584241602633,husavik,-5.55,73,0,7.94
-8.83158764335974,119.9959597873787,ruteng,85.53,96,20,9.17
-19.96278506445492,8.346292909935869,opuwo,70.64,100,80,17.11
18.06992359612265,24.42836900251328,kutum,81.08,16,0,11.74
57.645807491581365,67.38708475036123,yarkovo,-1.14,80,48,12.97
20.433126987723483,90.76606790293215,teknaf,78.51,100,0,6.6
26.806078896153565,66.41585979834602,bela,77.66,30,0,8.05
-20.910333731138095,156.50326462387147,hervey bay,82.61,100,68,5.14
68.0762222869696,-133.4518538973707,inuvik,-12.52,63,75,6.93
16.572841873683657,-27.765461413011792,porto novo,68.03,100,0,4.81
52.92782675048139,68.5524718101988,atbasar,4.08,86,36,11.41
-26.539602434037718,-153.2842829911591,avera,78.87,95,8,15.21
61.18636875850828,-162.8160318682908,bethel,10.4,72,1,5.82
-51.1474845241833,-52.73716457263828,necochea,49.26,90,48,18.68
-20.835733189497745,-78.04826892721829,marcona,68.25,100,88,9.06
30.66093702322202,81.614691120683,dharchula,21.9,93,0,3.69
17.003884825865597,-104.52630021526349,coahuayana,78.6,100,0,13.87
45.57479072586324,-57.49911460586739,saint-pierre,33.51,97,0,10.96
63.50545293897483,-74.87551806743978,iqaluit,11.37,92,56,2.35
-13.716283861754647,136.85673730697584,alyangula,87.83,84,80,5.14
65.27399457501727,31.187920240418833,kalevala,16.86,81,68,3.91
23.747691600652757,100.42267316768408,simao,73.34,26,0,3.58
-8.381896790781681,168.15040970133083,lata,82.34,100,80,7.16
50.067224876232785,131.85737830998357,tyrma,15.11,76,76,2.8
-83.65260447225171,48.726197827307004,port alfred,-39.08,0,12,18.45
35.33104535730034,-90.57376396336605,forrest city,57.6,100,90,6.93
13.213466733403578,-44.66552827892414,cayenne,75.5,100,12,9.4
68.80715630360459,167.80029442622475,bilibino,5.03,75,76,3.47
58.94937521714513,-117.75541332809156,high level,1.4,84,1,5.82
38.93362759497279,-64.03242653458183,shelburne,61.01,100,92,19.01
33.89356303679449,111.82321930211441,yima,43.95,90,92,1.9
71.25354875094143,141.6137603193473,deputatskiy,-12.39,79,80,8.95
56.70226966215816,62.70048669007744,kamyshlov,14.75,82,20,13.2
1.974157293968247,52.14507203036396,hobyo,83.78,97,12,12.97
5.389544678499533,-28.08539159783885,sao filipe,78.2,100,64,19.24
7.673417395244499,175.91035885759754,butaritari,81.8,100,88,18.57
63.20139846249643,-54.46818161837905,maniitsoq,36.89,88,88,37.36
56.480880868868155,121.08503770754118,khani,-4.34,48,20,2.13
27.068332664198252,19.355554605412493,awjilah,68.75,45,0,5.7
-18.526468220980973,52.583655422397925,ambodifototra,81.93,100,48,17.56
34.40044703758642,59.53070780969392,taybad,54.26,89,88,5.93
-28.971580945859863,-59.90987002653196,reconquista,68.66,91,0,2.91
-11.425709898948071,36.48849842178217,tunduru,74.37,100,80,3.58
37.42347575892444,-15.654839566719176,camacha,57.72,100,12,39.82
7.6748022390627,47.30688472306366,garowe,87.96,35,0,7.16
-16.18357703624315,15.219316854027852,ondjiva,82.83,27,0,6.38
17.091050608642135,1.7656757276210442,kidal,84.59,26,0,7.83
36.033013236242056,65.13270820634546,dawlatabad,57.68,55,64,4.36
11.5718293745378,-124.07153709594314,cabo san lucas,78.56,100,80,28.86
50.80890176707766,50.22585104693189,ozinki,2.51,88,0,11.41
-8.688594221556187,132.6440295295145,tual,84.9,100,8,10.18
-5.314263100283156,117.2843602128761,galesong,82.11,100,76,9.95
-17.587926865853973,-30.899892737100686,belmonte,78.78,100,24,12.86
52.55367013968848,-114.14924315970487,rimbey,17.6,61,90,4.7
-15.67697965256157,-145.5532034570585,tautira,82.11,100,44,15.21
-50.765918816883676,131.48443981615685,mount gambier,48.81,90,92,23.38
46.80214249274533,47.00861489880603,yenotayevka,25.64,81,64,18.23
52.12553754777622,-109.01043447749075,kerrobert,3.2,84,5,5.82
59.39825672799745,-133.2873414137993,juneau,3.45,72,64,7.16
32.15418956004871,95.93185815771534,pasighat,32.21,40,56,5.93
-23.700740722923612,123.32355513215305,port hedland,89.22,49,68,2.13
62.88072825307191,-0.29591337557701536,brae,32.88,100,48,8.72
0.3580351031859408,-55.291660284987515,oriximina,71.09,98,36,2.13
-29.263232958179287,160.79981456735914,byron bay,73.34,100,0,2.13
50.71306363905967,92.43297043117002,khandagayty,22.08,80,36,2.57
51.24046392121383,58.875635454032164,novoorsk,-2.21,64,0,4.47
33.59154422788198,69.44014648900168,gardez,43.1,87,92,2.91
-27.093282416208375,-56.91506156010149,santiago,72.3,87,64,0.45
55.34318457697776,144.3156392297949,okha,3.63,100,0,9.73
49.995250997709206,98.23010908930632,kungurtug,23.39,65,12,16.55
54.054136672622974,121.03698971852413,amazar,5.52,46,48,2.35
78.9402267594815,42.75392565542495,ostrovnoy,8.0,83,36,28.97
-13.108579978344736,174.36017765320895,sola,81.57,100,64,7.05
12.146678507130702,-22.913556989114767,praia,72.12,100,0,15.66
64.29500467946445,9.221141208621617,sistranda,22.1,68,0,11.41
22.23422696696244,119.91536906351206,kaohsiung,78.8,57,20,6.93
25.463361218205847,-107.73422680911189,mocorito,59.39,73,8,6.26
27.47878461980966,42.12038025025751,buraydah,59.0,82,75,11.41
47.83542779097348,13.768073490904044,ebensee,14.88,61,0,11.41
39.84612995462689,129.58343564984614,helong,37.79,100,8,34.9
-19.3623789503564,-73.35871553569814,ilo,73.02,100,80,11.3
-37.64660966321322,154.05433474601085,ulladulla,68.03,99,8,20.36
27.68040967653306,-110.9964713209618,guaymas,62.31,100,12,19.69
-8.88743333578472,-88.80328789238112,san cristobal,76.98,100,76,14.2
-8.306224969371854,91.48356135671077,padang,84.0,100,20,6.38
17.024543787131464,-97.68904656030998,tlaxiaco,57.72,94,8,1.57
45.117851205145485,103.45832025252452,hovd,41.48,41,8,17.45
16.568802639197855,-10.319975428252746,nioro,79.41,29,20,10.96
8.060384291152985,22.363836037280635,ouadda,89.45,54,0,12.53
58.691794647048056,30.40572243100945,batetskiy,11.78,71,0,3.69
27.17367883445651,123.83088020342689,wenling,63.21,100,0,18.45
24.118531593532296,105.31293727340102,xingyi,81.3,35,0,5.14
-19.205457432953537,-47.648184478493164,monte carmelo,65.51,93,64,2.91
45.832520772760574,28.68457687404097,taraclia,16.28,100,0,14.2
43.892699541142804,-70.40990198211576,raymond,35.64,86,90,3.36
59.698791190956484,-57.39911448450712,nuuk,37.56,96,92,15.32
-54.3308359276624,132.94750907071398,portland,40.76,100,92,4.81
-41.471264592199454,168.07210586935878,hokitika,67.4,97,44,20.47
-4.631757755829042,130.27531885072858,amahai,84.5,100,92,11.3
49.66471314310505,105.24369023979904,petropavlovka,32.03,58,0,5.26
21.83216510076342,-63.55916486548675,road town,72.44,100,0,5.59
50.015010008038786,-97.0913885215198,stony mountain,12.2,85,5,11.41
33.03994308728009,-83.22400543568827,milledgeville,65.44,94,75,4.7
49.477689646883704,77.84276442263945,karkaralinsk,26.45,89,80,7.61
51.067528158200844,126.27237547450915,heihe,11.82,36,32,6.93
86.77568739695664,-60.320628697594515,narsaq,-17.25,78,36,4.81
6.975271912809461,113.1707698029835,labuan,82.02,100,64,7.94
51.021314399941645,-113.2871863938952,strathmore,14.0,78,40,3.36
13.383620011699364,8.252902002827767,matameye,90.08,17,0,8.72
28.055868283611815,38.1419477456175,tabuk,67.71,43,0,8.61
30.102316206776564,71.03428299075836,muzaffargarh,82.4,42,20,9.17
